ledger_id,title,group,status,method,attestation_chain,generated_at,checked_rows,source_inputs_count,zero_claim_field_count,zero_claim_fields,substantive_finding,reader_use,artifact_path,summary_path,csv_path
station-radius-radius-rule-source-scan,Air Monitoring Station-Radius Radius-Rule Source Scan,denominator custody,computed_station_radius_radius_rule_source_scan,air_monitoring_station_radius_radius_rule_source_scan_v1,ai-first,2026-06-20T14:17:53Z,50,0,3,complete_monitor_grade_rows|station_radius_ready_economies|validated_same_station_join_rows,"Station Radius Radius Rule Source Scan records checked evidence, but 3 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,station-radius-radius-rule-source-scan.md,generated/air-monitoring-station-radius-radius-rule-source-scan-summary.json,generated/air-monitoring-station-radius-radius-rule-source-scan.csv
monitor-grade-station-method-evidence,Monitor Grade Station Method Evidence,monitor grade and QA,computed_station_method_evidence_audit,air_monitoring_monitor_grade_station_method_evidence_v1,ai-first,2026-06-19T10:25:07Z,66,2,3,complete_monitor_grade_classification_rows|current_status_confirmed_rows|station_radius_grade_assumption_ready_rows,"Monitor Grade Station Method Evidence records checked evidence, but 3 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-monitor-grade-station-method-evidence-summary.json,generated\air-monitoring-monitor-grade-station-method-evidence.csv
monitor-grade-station-review-queue,Monitor Grade Station Review Queue,monitor grade and QA,computed_station_review_queue,air_monitoring_monitor_grade_station_review_queue_v1,ai-first,2026-06-19T09:45:12Z,138,2,3,complete_monitor_grade_classification_rows|current_status_confirmed_rows|station_radius_grade_assumption_ready_rows,"Monitor Grade Station Review Queue records checked evidence, but 3 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-monitor-grade-station-review-queue-summary.json,generated\air-monitoring-monitor-grade-station-review-queue.csv
one-signal-review-queue,One Signal Review Queue,station identity,computed_review_queue,air_monitoring_one_signal_review_queue_v1,ai-first,2026-06-19T09:09:25Z,169,4,3,complete_monitor_grade_classification_rows|station_radius_join_ready_rows|validated_same_station_rows,"One Signal Review Queue records checked evidence, but 3 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-one-signal-review-queue-summary.json,generated\air-monitoring-one-signal-review-queue.csv
monitor-grade-evidence,Monitor Grade Evidence,monitor grade and QA,computed,air_monitoring_monitor_grade_evidence_audit_v1,ai-first,2026-06-19T07:37:05Z,239,1,2,complete_monitor_grade_classification_rows|station_radius_grade_assumption_ready,"Across 239 official station rows audited, public method-standard language appears in some sources, but complete monitor-grade classification remains 0.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-monitor-grade-evidence-summary.json,generated\air-monitoring-monitor-grade-evidence.csv
monitor-grade-source-validation-scan,Monitor Grade Source Validation Scan,monitor grade and QA,computed_source_scan,air_monitoring_monitor_grade_source_validation_scan_v1,ai-first,2026-06-19T09:29:44Z,138,2,2,complete_monitor_grade_classification_rows|station_radius_grade_assumption_ready_rows,"Monitor Grade Source Validation Scan records checked evidence, but 2 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-monitor-grade-source-validation-scan-summary.json,generated\air-monitoring-monitor-grade-source-validation-scan.csv
official-openaq-candidate-crosswalk-source-scan,Official OPENAQ Candidate Crosswalk Source Scan,station identity,computed_public_crosswalk_source_scan,air_monitoring_official_openaq_candidate_crosswalk_source_scan_v1,ai-first,2026-06-19T08:40:26Z,13,3,2,station_radius_join_ready_rows|validated_same_station_rows,"Official OPENAQ Candidate Crosswalk Source Scan records checked evidence, but 2 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-official-openaq-candidate-crosswalk-source-scan-summary.json,generated\air-monitoring-official-openaq-candidate-crosswalk-source-scan.csv
official-openaq-candidate-public-evidence,Official OPENAQ Candidate Public Evidence,station identity,computed_public_evidence_attachment,air_monitoring_official_openaq_candidate_public_evidence_audit_v1,ai-first,2026-06-19T08:21:49Z,13,2,2,station_radius_join_ready_rows|validated_same_station_rows,"Official OPENAQ Candidate Public Evidence records checked evidence, but 2 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-official-openaq-candidate-public-evidence-summary.json,generated\air-monitoring-official-openaq-candidate-public-evidence.csv
official-openaq-candidate-public-feed-source-scan,Official OPENAQ Candidate Public Feed Source Scan,station identity,computed_public_feed_source_scan,air_monitoring_official_openaq_candidate_public_feed_source_scan_v1,ai-first,2026-06-19T08:54:01Z,13,4,2,station_radius_join_ready_rows|validated_same_station_rows,"Official OPENAQ Candidate Public Feed Source Scan records checked evidence, but 2 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-official-openaq-candidate-public-feed-source-scan-summary.json,generated\air-monitoring-official-openaq-candidate-public-feed-source-scan.csv
official-openaq-candidate-review,Official OPENAQ Candidate Review,station identity,computed_review_queue,air_monitoring_official_openaq_candidate_review_worksheet_v1,ai-first,2026-06-19T08:06:50Z,13,2,2,station_radius_join_ready_rows|validated_same_station_rows,"The near-plus-name OpenAQ candidate lane has 13 rows; none has a public station-ID crosswalk, current-status confirmation, validated same-station decision, or station-radius join readiness.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-official-openaq-candidate-review-summary.json,generated\air-monitoring-official-openaq-candidate-review.csv
station-identity-validation-gate,Station-identity validation gate,station identity,computed_station_identity_validation_gate,air_monitoring_station_identity_validation_gate_v1,ai-first,2026-06-25T15:22:01Z,44,7,2,station_radius_identity_ready_rows|validated_same_station_rows,"The strongest public identity queue has 44 candidate rows across 4 economies, but 0 validated same-station rows and 0 station-radius identity-ready rows.",Supports the documented public-evidence absence finding.,station-identity-validation-gate.md,generated/air-monitoring-station-identity-validation-gate-summary.json,generated/air-monitoring-station-identity-validation-gate.csv
official-openaq-reconciliation,Official OPENAQ Reconciliation,source discovery,computed,air_monitoring_official_openaq_reconciliation_audit_v1,ai-first,2026-06-19T07:47:02Z,230,2,1,validated_same_station_rows,"Official OPENAQ Reconciliation records checked evidence, but 1 claim-enabling field(s) remain at zero.",Supports the documented public-evidence absence finding.,,generated/air-monitoring-official-openaq-reconciliation-summary.json,generated\air-monitoring-official-openaq-reconciliation.csv
station-radius-claim-eligibility-targets,Station-radius claim-eligibility targets,coverage-claim,computed_station_radius_claim_eligibility_targets,air_monitoring_station_radius_claim_eligibility_targets_v1,ai-first,2026-07-01T12:59:08Z,96,5,0,,Station Radius Claim Eligibility Targets supplies context or custody for the audit chain.,"Supplies search, custody, denominator, or context evidence.",station-radius-claim-eligibility-targets.md,generated/air-monitoring-station-radius-claim-eligibility-targets-summary.json,generated/air-monitoring-station-radius-claim-eligibility-targets.csv
metadata-readiness-audit,Metadata Readiness Audit,source discovery,ai_metadata_readiness_audit_station_level_wall,air_monitoring_metadata_readiness_from_committed_panel_v1,ai-first,2026-06-19T05:54:40Z,0,2,0,,Metadata Readiness Audit supplies context or custody for the audit chain.,"Supplies search, custody, denominator, or context evidence.",,generated/air-monitoring-metadata-readiness-audit-summary.json,
openaq-station-metadata,OPENAQ Station Metadata,source discovery,computed,air_monitoring_openaq_station_metadata_fetch_v1,ai-first,2026-06-19T06:27:19Z,24,2,0,,OPENAQ Station Metadata supplies context or custody for the audit chain.,"Supplies search, custody, denominator, or context evidence.",,generated/air-monitoring-openaq-station-metadata-summary.json,generated\air-monitoring-openaq-station-metadata.csv
regulator-source-inventory,Regulator Source Inventory,source discovery,computed,air_monitoring_regulator_source_inventory_v1,ai-first,2026-06-19T06:50:40Z,24,2,0,,"The discovery pass finds official station or portal sources in 9 of 24 targeted economies, but no economy has monitor-grade evidence at the source-inventory stage.","Supplies search, custody, denominator, or context evidence.",,generated/air-monitoring-regulator-source-inventory-summary.json,generated\air-monitoring-regulator-source-inventory.csv
regulator-station-extraction,Regulator Station Extraction,source discovery,computed,air_monitoring_regulator_station_extraction_v1,ai-first,2026-06-19T07:14:55Z,230,2,0,,Regulator Station Extraction supplies context or custody for the audit chain.,"Supplies search, custody, denominator, or context evidence.",,generated/air-monitoring-regulator-station-extraction-summary.json,generated\air-monitoring-regulator-station-extraction.csv
